age,job,marital,education,default,balance,housing,loan,contact,month,duration,poutcome,deposit
60.0,admin.,married,secondary,no,-396.0,yes,no,cellular,may,443.0,failure,no
48.0,services,married,secondary,no,1573.0,no,no,cellular,aug,165.0,unknown,no
72.0,retired,married,primary,no,0.0,no,no,cellular,dec,215.0,unknown,no
46.0,blue-collar,married,secondary,no,524.0,yes,no,telephone,may,,unknown,no
,blue-collar,married,primary,no,,yes,no,cellular,may,179.0,unknown,no
50.0,admin.,,secondary,no,,yes,no,unknown,may,,unknown,no
29.0,management,married,tertiary,yes,53.0,yes,no,cellular,jul,27.0,unknown,no
,management,single,unknown,no,838.0,yes,no,unknown,may,619.0,unknown,no
49.0,technician,married,secondary,no,3144.0,no,no,cellular,jul,349.0,unknown,no
42.0,services,married,secondary,no,737.0,yes,no,unknown,may,762.0,unknown,no
,technician,,,no,,no,no,cellular,may,,failure,no
36.0,admin.,married,secondary,no,162.0,yes,yes,cellular,apr,,unknown,no
37.0,technician,married,primary,no,0.0,yes,no,unknown,may,76.0,unknown,no
59.0,retired,divorced,primary,no,217.0,yes,no,unknown,may,574.0,unknown,no
,retired,married,primary,no,3324.0,no,no,cellular,feb,,unknown,no
53.0,management,married,secondary,no,2895.0,yes,no,unknown,may,74.0,unknown,no
53.0,management,married,tertiary,no,0.0,yes,no,cellular,jul,85.0,unknown,no
57.0,retired,married,tertiary,no,11254.0,no,no,cellular,jul,229.0,unknown,no
,technician,married,secondary,no,-280.0,yes,no,cellular,apr,,failure,no
44.0,services,married,secondary,no,,yes,no,unknown,jun,67.0,unknown,no
,blue-collar,married,primary,no,,no,no,unknown,jun,166.0,unknown,no
,blue-collar,married,secondary,no,246.0,yes,no,cellular,nov,,failure,no
42.0,blue-collar,,secondary,no,,yes,no,unknown,may,,unknown,no
48.0,blue-collar,married,secondary,no,,no,no,cellular,feb,85.0,other,no
40.0,unemployed,married,tertiary,no,2430.0,no,no,cellular,aug,87.0,unknown,no
36.0,technician,married,secondary,no,-179.0,yes,no,cellular,jul,144.0,unknown,no
40.0,admin.,married,secondary,no,1412.0,no,no,cellular,jul,48.0,unknown,no
47.0,housemaid,married,secondary,yes,-1531.0,yes,no,cellular,jul,156.0,unknown,no
39.0,management,married,tertiary,no,51.0,no,no,cellular,aug,140.0,unknown,no
41.0,services,married,unknown,no,88.0,yes,no,cellular,may,105.0,failure,no
,housemaid,married,primary,no,-209.0,no,yes,cellular,aug,90.0,unknown,no
50.0,housemaid,single,secondary,no,,no,no,telephone,jan,63.0,unknown,no
,retired,married,tertiary,no,4048.0,no,yes,cellular,jul,270.0,unknown,no
,retired,married,secondary,no,1310.0,no,no,cellular,oct,634.0,unknown,no
29.0,management,single,tertiary,no,573.0,yes,yes,unknown,jun,190.0,unknown,no
,management,married,tertiary,no,6798.0,yes,no,cellular,nov,250.0,unknown,no
32.0,self-employed,married,tertiary,no,1214.0,no,no,cellular,aug,,unknown,no
39.0,technician,single,unknown,no,75.0,no,no,unknown,jun,26.0,unknown,no
33.0,management,divorced,tertiary,no,387.0,no,no,cellular,feb,17.0,unknown,no
47.0,technician,married,secondary,no,2246.0,yes,no,cellular,jul,,unknown,no
39.0,blue-collar,divorced,primary,no,3.0,no,yes,unknown,jul,625.0,unknown,no
34.0,technician,married,secondary,no,883.0,no,no,cellular,aug,163.0,unknown,no
36.0,blue-collar,married,primary,no,1503.0,no,no,cellular,nov,138.0,unknown,no
,blue-collar,married,primary,no,-322.0,yes,yes,unknown,may,144.0,unknown,no
34.0,technician,married,primary,no,1301.0,no,no,cellular,feb,56.0,unknown,no
,blue-collar,married,primary,no,950.0,yes,no,unknown,may,285.0,unknown,no
36.0,management,married,tertiary,no,2326.0,yes,no,cellular,nov,7.0,unknown,no
,blue-collar,married,primary,no,,yes,no,unknown,may,198.0,unknown,no
50.0,admin.,divorced,secondary,yes,2405.0,yes,no,cellular,may,114.0,failure,no
48.0,technician,divorced,tertiary,no,113.0,no,yes,cellular,jul,38.0,unknown,no
,services,,,no,,no,no,cellular,aug,,unknown,no
33.0,services,married,secondary,no,387.0,yes,no,cellular,apr,327.0,failure,no
42.0,technician,married,secondary,no,1865.0,yes,no,unknown,may,164.0,unknown,no
31.0,technician,single,secondary,no,,no,no,cellular,apr,264.0,unknown,no
54.0,blue-collar,married,primary,no,,no,no,telephone,may,86.0,failure,no
55.0,management,,,no,,yes,no,unknown,may,,unknown,no
30.0,management,single,tertiary,no,3773.0,yes,no,cellular,feb,75.0,failure,no
30.0,services,married,secondary,no,1808.0,yes,no,cellular,may,83.0,unknown,no
59.0,management,divorced,tertiary,no,1304.0,no,no,unknown,jun,220.0,unknown,no
50.0,admin.,single,secondary,no,3702.0,no,no,cellular,oct,109.0,unknown,no
59.0,retired,married,secondary,no,163.0,no,no,cellular,jul,,unknown,no
27.0,services,single,secondary,no,-151.0,no,no,cellular,jul,283.0,unknown,no
25.0,management,single,tertiary,no,,yes,no,cellular,may,154.0,unknown,no
37.0,admin.,married,secondary,no,1314.0,yes,no,cellular,may,74.0,failure,no
36.0,technician,married,secondary,no,,yes,no,unknown,may,67.0,unknown,no
56.0,retired,married,primary,no,,no,yes,unknown,jun,45.0,unknown,no
,management,married,tertiary,no,,no,no,cellular,aug,150.0,unknown,no
36.0,services,divorced,secondary,no,223.0,yes,yes,cellular,may,80.0,unknown,no
30.0,technician,married,secondary,no,207.0,yes,no,unknown,may,,unknown,no
31.0,management,single,tertiary,no,518.0,yes,no,cellular,may,399.0,unknown,no
,retired,married,secondary,no,241.0,yes,no,unknown,jun,,unknown,no
28.0,admin.,single,secondary,no,-126.0,no,yes,cellular,jul,360.0,unknown,no
44.0,management,single,secondary,no,,no,yes,cellular,aug,307.0,unknown,no
28.0,blue-collar,single,secondary,no,,yes,no,unknown,may,,unknown,no
25.0,technician,single,tertiary,no,,yes,no,unknown,may,151.0,unknown,no
39.0,admin.,divorced,secondary,no,32.0,no,yes,unknown,jun,8.0,unknown,no
32.0,management,married,secondary,no,1477.0,yes,no,cellular,nov,111.0,unknown,no
42.0,blue-collar,married,secondary,no,,yes,yes,unknown,jun,190.0,unknown,no
31.0,blue-collar,single,secondary,no,,yes,no,unknown,jun,329.0,unknown,no
38.0,technician,divorced,secondary,no,-397.0,yes,yes,cellular,jul,91.0,unknown,no
30.0,admin.,married,secondary,no,590.0,no,no,cellular,aug,443.0,unknown,no
50.0,technician,married,secondary,no,778.0,no,no,cellular,jul,16.0,unknown,no
50.0,management,married,tertiary,no,19.0,no,yes,cellular,jul,205.0,unknown,no
47.0,unemployed,married,secondary,yes,0.0,no,no,cellular,nov,81.0,unknown,no
29.0,blue-collar,married,secondary,no,-28.0,yes,no,unknown,may,393.0,unknown,no
34.0,entrepreneur,married,secondary,no,,yes,no,unknown,may,250.0,unknown,no
54.0,management,married,tertiary,no,122.0,yes,no,cellular,jul,126.0,unknown,no
43.0,admin.,married,secondary,no,0.0,no,no,unknown,jun,804.0,unknown,no
47.0,blue-collar,,,no,,no,no,unknown,jun,,unknown,no
,retired,married,secondary,no,102.0,yes,no,unknown,may,74.0,unknown,no
,services,married,secondary,no,437.0,yes,no,unknown,may,240.0,unknown,no
32.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,nov,77.0,unknown,no
49.0,blue-collar,married,primary,yes,-354.0,no,yes,cellular,jul,455.0,unknown,no
,management,single,tertiary,no,1234.0,no,no,telephone,jul,64.0,unknown,no
32.0,technician,married,secondary,no,901.0,yes,no,unknown,may,102.0,unknown,no
,blue-collar,married,primary,no,247.0,no,yes,cellular,jul,,unknown,no
,blue-collar,single,primary,no,180.0,yes,no,cellular,may,804.0,unknown,no
47.0,management,married,tertiary,no,274.0,no,yes,cellular,feb,313.0,unknown,no
42.0,blue-collar,single,primary,no,,no,no,cellular,jul,86.0,unknown,no
52.0,admin.,married,primary,no,813.0,no,yes,cellular,aug,113.0,unknown,no
,technician,single,secondary,no,,yes,no,unknown,jun,120.0,unknown,no
52.0,blue-collar,divorced,primary,yes,,yes,no,unknown,may,145.0,unknown,no
38.0,management,married,tertiary,no,0.0,no,no,cellular,aug,77.0,unknown,no
53.0,blue-collar,married,secondary,no,,yes,no,unknown,may,99.0,unknown,no
,technician,married,tertiary,no,103.0,yes,no,unknown,may,135.0,unknown,no
31.0,admin.,,secondary,no,,no,no,cellular,aug,,unknown,no
,technician,married,unknown,no,2242.0,no,no,cellular,jul,154.0,unknown,no
46.0,blue-collar,married,secondary,no,137.0,no,no,unknown,jun,252.0,unknown,no
49.0,admin.,married,secondary,no,1047.0,no,no,cellular,aug,133.0,unknown,no
34.0,technician,single,secondary,no,,yes,no,cellular,jul,101.0,unknown,no
63.0,entrepreneur,married,tertiary,no,2707.0,no,no,telephone,nov,57.0,unknown,no
41.0,technician,married,secondary,no,-329.0,no,no,telephone,feb,13.0,other,no
55.0,blue-collar,married,primary,no,158.0,yes,no,unknown,may,176.0,unknown,no
,entrepreneur,single,tertiary,no,,yes,no,cellular,may,,failure,no
47.0,blue-collar,married,secondary,no,2775.0,no,no,unknown,may,262.0,unknown,no
37.0,blue-collar,married,primary,no,,yes,no,unknown,may,272.0,unknown,no
,technician,single,secondary,no,145.0,yes,no,unknown,may,109.0,unknown,no
29.0,technician,single,secondary,no,309.0,yes,no,unknown,may,214.0,unknown,no
,management,married,primary,no,733.0,yes,no,cellular,may,69.0,failure,no
53.0,technician,married,secondary,no,8417.0,yes,no,unknown,may,435.0,unknown,no
40.0,retired,single,secondary,no,1400.0,no,no,unknown,jun,,unknown,no
,services,divorced,secondary,no,,yes,yes,cellular,may,263.0,failure,no
34.0,management,single,tertiary,no,0.0,yes,no,unknown,may,759.0,unknown,no
28.0,management,single,tertiary,no,9710.0,no,no,cellular,oct,786.0,unknown,no
,self-employed,married,unknown,no,1377.0,yes,no,cellular,may,111.0,other,no
32.0,unemployed,married,unknown,no,881.0,no,no,cellular,feb,79.0,unknown,no
51.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,may,173.0,unknown,no
33.0,blue-collar,married,secondary,no,285.0,no,yes,unknown,jul,267.0,unknown,no
34.0,blue-collar,,,no,,yes,no,cellular,apr,,failure,no
,unemployed,married,secondary,no,285.0,yes,no,cellular,may,265.0,failure,no
,technician,married,secondary,no,-360.0,yes,no,unknown,may,93.0,unknown,no
,entrepreneur,married,secondary,no,0.0,no,no,cellular,nov,108.0,unknown,no
50.0,management,married,tertiary,yes,72.0,no,no,cellular,aug,,unknown,no
33.0,services,married,secondary,no,930.0,no,yes,cellular,jul,,unknown,no
,technician,married,tertiary,no,717.0,no,no,cellular,jun,150.0,unknown,no
38.0,blue-collar,married,secondary,no,,no,no,cellular,jan,74.0,failure,no
,blue-collar,married,secondary,no,6227.0,yes,no,unknown,may,76.0,unknown,no
32.0,blue-collar,single,secondary,no,5252.0,yes,no,unknown,may,1162.0,unknown,no
,management,single,tertiary,no,561.0,no,no,cellular,apr,104.0,unknown,no
,technician,married,unknown,no,1393.0,yes,yes,telephone,nov,55.0,unknown,no
,blue-collar,married,secondary,no,-330.0,yes,yes,cellular,may,88.0,failure,no
39.0,management,divorced,tertiary,no,3261.0,yes,no,unknown,jun,150.0,unknown,no
,services,single,secondary,no,361.0,no,no,telephone,jun,,other,no
57.0,blue-collar,married,unknown,no,807.0,yes,no,unknown,may,211.0,unknown,no
,self-employed,married,tertiary,no,2305.0,no,no,cellular,may,82.0,unknown,no
,admin.,single,secondary,no,,yes,no,cellular,may,,unknown,no
46.0,management,single,tertiary,no,2223.0,no,no,unknown,jun,67.0,unknown,no
47.0,admin.,married,secondary,no,29.0,no,yes,cellular,aug,150.0,unknown,no
,blue-collar,single,primary,no,1308.0,no,yes,unknown,jun,161.0,unknown,no
,self-employed,single,primary,no,1337.0,yes,yes,cellular,nov,632.0,unknown,no
44.0,management,married,tertiary,no,,no,no,unknown,jun,476.0,unknown,no
52.0,retired,married,primary,no,6.0,no,no,cellular,aug,82.0,unknown,no
33.0,technician,divorced,secondary,no,370.0,yes,no,cellular,aug,145.0,unknown,no
27.0,technician,married,tertiary,no,,yes,yes,cellular,may,398.0,failure,no
43.0,management,divorced,tertiary,no,666.0,no,no,cellular,aug,160.0,unknown,no
,admin.,married,secondary,no,0.0,yes,no,unknown,may,121.0,unknown,no
43.0,management,married,tertiary,no,1336.0,yes,yes,cellular,may,,failure,no
,blue-collar,married,tertiary,no,17672.0,no,no,cellular,nov,548.0,unknown,no
30.0,management,,,yes,,no,no,cellular,jul,,unknown,no
56.0,management,married,tertiary,no,705.0,no,no,cellular,nov,164.0,unknown,no
46.0,admin.,divorced,secondary,no,2087.0,no,no,cellular,jun,111.0,other,no
,technician,married,secondary,no,4466.0,no,no,cellular,nov,158.0,unknown,no
51.0,blue-collar,married,primary,no,,yes,no,unknown,may,184.0,unknown,no
30.0,blue-collar,married,secondary,no,321.0,yes,no,cellular,nov,,unknown,no
41.0,management,married,tertiary,no,,yes,no,cellular,aug,,unknown,no
57.0,retired,married,tertiary,no,34.0,no,yes,cellular,jan,139.0,unknown,no
36.0,blue-collar,,secondary,no,,yes,yes,cellular,jul,,unknown,no
47.0,blue-collar,single,unknown,no,,no,no,unknown,jun,422.0,unknown,no
37.0,admin.,divorced,secondary,no,,yes,no,cellular,may,163.0,unknown,no
33.0,technician,married,secondary,no,256.0,yes,no,cellular,nov,,unknown,no
49.0,management,divorced,tertiary,no,,yes,no,unknown,jun,310.0,unknown,no
,management,married,tertiary,no,63.0,no,no,cellular,nov,83.0,failure,no
54.0,blue-collar,married,primary,no,316.0,yes,no,cellular,may,240.0,unknown,no
39.0,blue-collar,,,no,,no,no,unknown,jun,,unknown,no
58.0,retired,single,primary,no,6570.0,no,no,cellular,jul,106.0,unknown,no
,blue-collar,married,secondary,no,418.0,yes,yes,cellular,may,132.0,unknown,no
46.0,management,married,tertiary,no,,yes,no,cellular,jul,247.0,unknown,no
,admin.,married,secondary,no,8784.0,yes,no,unknown,may,63.0,unknown,no
31.0,technician,single,secondary,no,1970.0,no,no,telephone,apr,284.0,unknown,no
,blue-collar,divorced,secondary,no,204.0,yes,yes,unknown,may,421.0,unknown,no
,management,,secondary,no,,yes,no,cellular,apr,,failure,no
,blue-collar,married,primary,no,304.0,yes,no,unknown,may,185.0,unknown,no
,management,single,tertiary,no,1177.0,no,no,cellular,oct,116.0,unknown,no
,technician,single,secondary,no,,yes,no,unknown,may,360.0,unknown,no
38.0,management,married,tertiary,no,-498.0,no,no,cellular,aug,85.0,unknown,no
57.0,services,married,secondary,no,0.0,yes,no,cellular,may,16.0,other,no
47.0,blue-collar,married,primary,no,209.0,no,no,cellular,aug,77.0,unknown,no
,blue-collar,married,unknown,no,665.0,yes,no,unknown,jun,,unknown,no
37.0,entrepreneur,married,tertiary,no,,no,no,cellular,sep,,unknown,no
66.0,management,married,unknown,no,,yes,no,cellular,nov,151.0,other,no
49.0,unemployed,married,secondary,no,13818.0,no,no,cellular,nov,201.0,failure,no
31.0,unknown,married,tertiary,no,526.0,no,no,cellular,aug,130.0,unknown,no
30.0,management,single,tertiary,no,-218.0,yes,no,cellular,aug,,unknown,no
42.0,blue-collar,divorced,primary,no,,yes,yes,unknown,may,,unknown,no
55.0,technician,married,secondary,no,,yes,yes,cellular,feb,47.0,failure,no
33.0,admin.,,secondary,no,,no,no,cellular,jul,,unknown,no
,management,married,tertiary,no,0.0,yes,yes,cellular,may,83.0,unknown,no
43.0,blue-collar,married,secondary,no,,yes,yes,cellular,apr,34.0,unknown,no
32.0,unemployed,married,secondary,no,,yes,no,cellular,jan,210.0,unknown,no
42.0,blue-collar,married,primary,no,,yes,no,unknown,jun,288.0,unknown,no
53.0,entrepreneur,single,unknown,no,717.0,no,no,cellular,jul,594.0,unknown,no
42.0,management,married,tertiary,no,24780.0,no,no,cellular,aug,184.0,unknown,no
37.0,admin.,married,secondary,no,1396.0,yes,no,cellular,jul,199.0,unknown,no
31.0,services,,secondary,no,,yes,no,unknown,may,,unknown,no
57.0,admin.,divorced,secondary,no,,no,yes,cellular,jul,165.0,unknown,no
33.0,admin.,married,secondary,no,0.0,no,yes,cellular,feb,214.0,unknown,no
57.0,management,married,tertiary,yes,1218.0,yes,no,cellular,jul,317.0,unknown,no
30.0,technician,divorced,secondary,no,789.0,yes,no,cellular,may,356.0,unknown,no
31.0,management,married,tertiary,no,,yes,yes,cellular,aug,,unknown,no
33.0,technician,married,secondary,no,0.0,no,no,cellular,aug,,unknown,no
33.0,blue-collar,,,no,,yes,no,unknown,jun,,unknown,no
,management,,tertiary,no,,yes,no,telephone,jan,,unknown,no
38.0,blue-collar,divorced,secondary,no,,yes,no,unknown,jun,,unknown,no
60.0,blue-collar,,,no,,no,no,telephone,jun,,unknown,no
36.0,technician,single,secondary,no,144.0,no,no,cellular,may,87.0,failure,no
27.0,services,single,secondary,no,194.0,yes,no,unknown,may,326.0,unknown,no
,entrepreneur,single,tertiary,no,7641.0,yes,yes,cellular,nov,39.0,unknown,no
45.0,blue-collar,married,primary,no,,yes,no,unknown,jun,66.0,unknown,no
28.0,management,single,tertiary,no,150.0,yes,no,unknown,may,491.0,unknown,no
57.0,retired,married,primary,no,1532.0,no,no,telephone,feb,286.0,unknown,no
37.0,self-employed,married,secondary,no,1549.0,yes,no,unknown,jun,161.0,unknown,no
47.0,management,married,tertiary,no,1057.0,no,no,cellular,aug,488.0,unknown,no
35.0,management,married,secondary,no,839.0,yes,no,unknown,may,50.0,unknown,no
32.0,blue-collar,divorced,secondary,no,880.0,yes,yes,unknown,jun,112.0,unknown,no
41.0,admin.,single,secondary,no,4464.0,yes,no,telephone,jul,1425.0,unknown,no
35.0,technician,married,tertiary,no,6.0,yes,no,cellular,nov,47.0,unknown,no
,technician,single,secondary,no,0.0,no,yes,cellular,jul,65.0,unknown,no
47.0,technician,,tertiary,no,,yes,no,cellular,may,,unknown,no
,blue-collar,married,secondary,no,153.0,yes,no,cellular,may,263.0,failure,no
46.0,management,married,tertiary,no,110.0,yes,yes,cellular,aug,243.0,unknown,no
30.0,management,single,tertiary,no,,no,no,cellular,feb,,failure,no
44.0,blue-collar,married,secondary,no,3060.0,yes,no,cellular,nov,113.0,failure,no
,technician,divorced,secondary,no,2836.0,no,yes,cellular,aug,10.0,unknown,no
49.0,blue-collar,married,secondary,no,1127.0,yes,yes,cellular,apr,162.0,failure,no
55.0,technician,married,tertiary,no,11.0,no,no,cellular,aug,588.0,unknown,no
,blue-collar,married,unknown,no,982.0,yes,yes,cellular,may,135.0,unknown,no
28.0,services,married,secondary,no,,yes,no,unknown,may,101.0,unknown,no
34.0,admin.,,,no,,yes,no,unknown,may,,unknown,no
55.0,management,married,tertiary,no,5010.0,no,no,cellular,nov,530.0,unknown,no
27.0,student,single,unknown,no,468.0,no,no,cellular,feb,270.0,unknown,no
38.0,management,divorced,tertiary,no,155.0,yes,no,unknown,jun,25.0,unknown,no
43.0,services,married,secondary,no,,yes,no,cellular,jan,347.0,failure,no
55.0,management,divorced,tertiary,no,668.0,no,no,cellular,aug,25.0,unknown,no
30.0,blue-collar,married,primary,no,35.0,yes,no,cellular,jul,366.0,unknown,no
48.0,blue-collar,married,primary,no,3304.0,no,no,unknown,jun,409.0,unknown,no
,blue-collar,married,secondary,no,0.0,yes,no,unknown,may,30.0,unknown,no
58.0,housemaid,married,primary,no,237.0,no,no,telephone,jul,200.0,unknown,no
,unknown,single,unknown,no,0.0,no,no,telephone,jan,28.0,unknown,no
,technician,,secondary,no,,yes,no,unknown,may,,unknown,no
,blue-collar,married,secondary,no,0.0,no,no,unknown,jun,85.0,unknown,no
32.0,technician,married,tertiary,no,240.0,yes,yes,cellular,jul,86.0,unknown,no
48.0,technician,married,secondary,no,759.0,yes,no,cellular,jul,84.0,unknown,no
76.0,retired,married,unknown,no,,no,no,cellular,oct,139.0,unknown,no
,management,,,no,,yes,no,unknown,may,,unknown,no
46.0,unknown,married,tertiary,no,8564.0,no,no,cellular,aug,397.0,failure,no
59.0,retired,married,unknown,no,,no,no,cellular,aug,213.0,unknown,no
29.0,management,single,tertiary,no,,yes,no,unknown,may,,unknown,no
31.0,technician,married,secondary,no,450.0,no,yes,cellular,nov,,failure,no
36.0,admin.,married,secondary,no,746.0,yes,no,cellular,nov,581.0,unknown,no
46.0,self-employed,single,primary,no,2032.0,no,no,cellular,jul,424.0,unknown,no
37.0,management,married,tertiary,no,636.0,no,yes,unknown,jun,338.0,unknown,no
48.0,technician,married,secondary,no,-938.0,yes,no,cellular,may,134.0,failure,no
31.0,management,single,tertiary,no,2007.0,yes,no,unknown,may,253.0,unknown,no
39.0,blue-collar,divorced,secondary,no,,no,no,cellular,jan,593.0,unknown,no
39.0,management,single,unknown,no,2887.0,yes,no,unknown,may,42.0,unknown,no
,housemaid,married,secondary,no,1444.0,no,no,cellular,nov,100.0,success,no
55.0,management,married,tertiary,no,42.0,yes,no,telephone,may,386.0,unknown,no
54.0,retired,married,secondary,no,522.0,no,yes,cellular,jul,81.0,unknown,no
,housemaid,married,secondary,no,0.0,no,no,cellular,aug,435.0,unknown,no
37.0,blue-collar,married,secondary,no,3884.0,yes,no,cellular,apr,28.0,unknown,no
36.0,services,married,secondary,no,,yes,no,unknown,jun,1017.0,unknown,no
,retired,married,secondary,no,2060.0,no,no,cellular,mar,454.0,other,no
25.0,services,single,secondary,no,,no,no,cellular,jul,266.0,unknown,no
50.0,management,married,tertiary,no,398.0,no,no,telephone,jul,1567.0,unknown,no
59.0,retired,married,secondary,no,417.0,yes,no,cellular,may,476.0,unknown,no
58.0,unemployed,married,secondary,no,610.0,yes,no,telephone,jul,246.0,unknown,no
49.0,technician,single,tertiary,no,2585.0,no,no,unknown,jun,64.0,unknown,no
47.0,technician,married,secondary,no,,yes,yes,unknown,jul,111.0,unknown,no
38.0,services,married,primary,no,0.0,yes,no,cellular,nov,960.0,unknown,no
32.0,management,single,tertiary,yes,4.0,no,no,cellular,jan,181.0,unknown,no
40.0,blue-collar,single,unknown,no,29.0,no,no,telephone,jul,118.0,unknown,no
,technician,married,secondary,no,892.0,yes,yes,unknown,may,234.0,unknown,no
35.0,management,single,tertiary,no,,no,yes,cellular,aug,370.0,unknown,no
47.0,admin.,,,no,,yes,no,cellular,oct,,failure,no
27.0,admin.,single,secondary,no,454.0,no,yes,cellular,jul,331.0,unknown,no
48.0,housemaid,single,secondary,no,,no,no,cellular,aug,97.0,unknown,no
40.0,blue-collar,married,primary,no,-35.0,yes,no,cellular,may,194.0,unknown,no
,self-employed,married,secondary,no,2251.0,no,no,cellular,aug,151.0,unknown,no
39.0,housemaid,married,primary,no,,no,no,cellular,jul,194.0,unknown,no
34.0,blue-collar,married,secondary,no,34.0,no,no,cellular,jan,379.0,unknown,no
36.0,admin.,single,secondary,no,1281.0,no,no,telephone,jul,119.0,unknown,no
,blue-collar,divorced,primary,no,3021.0,no,no,unknown,jun,419.0,unknown,no
30.0,technician,married,tertiary,no,141.0,no,no,cellular,jan,166.0,unknown,no
,blue-collar,married,secondary,no,500.0,no,no,cellular,may,471.0,unknown,no
41.0,blue-collar,married,secondary,no,1459.0,no,no,unknown,jun,82.0,unknown,no
,admin.,married,secondary,no,-244.0,yes,yes,cellular,may,,unknown,no
,management,,tertiary,no,,yes,no,cellular,nov,,failure,no
25.0,blue-collar,single,primary,no,,yes,no,telephone,may,56.0,unknown,no
34.0,management,single,tertiary,no,1396.0,yes,no,cellular,jul,630.0,unknown,no
29.0,services,single,secondary,no,9.0,no,yes,cellular,jul,202.0,unknown,no
33.0,services,married,secondary,no,70.0,yes,no,cellular,jul,333.0,unknown,no
43.0,admin.,married,secondary,no,877.0,yes,no,cellular,feb,135.0,unknown,no
47.0,blue-collar,married,primary,no,113.0,yes,no,unknown,may,276.0,unknown,no
,admin.,single,secondary,no,368.0,yes,no,unknown,may,218.0,unknown,no
49.0,entrepreneur,married,secondary,no,89.0,yes,no,cellular,may,351.0,unknown,no
41.0,services,married,primary,no,450.0,yes,no,unknown,may,374.0,unknown,no
49.0,services,married,unknown,no,463.0,yes,no,telephone,jul,541.0,unknown,no
,blue-collar,married,secondary,no,1397.0,no,no,cellular,nov,326.0,unknown,no
32.0,services,single,secondary,no,310.0,yes,no,unknown,may,144.0,unknown,no
,self-employed,single,tertiary,no,,yes,no,unknown,may,470.0,unknown,no
53.0,technician,married,secondary,no,65.0,no,no,cellular,nov,99.0,failure,no
55.0,admin.,married,secondary,no,865.0,yes,no,cellular,jul,105.0,failure,no
60.0,retired,married,secondary,no,7.0,no,yes,cellular,aug,87.0,unknown,no
27.0,management,single,secondary,no,145.0,yes,no,cellular,may,121.0,failure,no
58.0,self-employed,married,tertiary,no,327.0,no,yes,cellular,jul,145.0,unknown,no
42.0,blue-collar,married,secondary,no,429.0,yes,no,cellular,may,110.0,failure,no
31.0,services,married,secondary,no,1167.0,yes,yes,cellular,nov,279.0,unknown,no
30.0,management,single,tertiary,no,2995.0,yes,no,cellular,nov,329.0,unknown,no
,management,single,tertiary,no,974.0,yes,no,unknown,jun,228.0,unknown,no
56.0,self-employed,married,secondary,no,784.0,no,yes,cellular,jul,149.0,unknown,no
,retired,divorced,secondary,no,316.0,no,no,cellular,jan,935.0,unknown,no
,management,married,tertiary,no,0.0,yes,no,cellular,nov,67.0,unknown,no
39.0,technician,married,secondary,no,211.0,no,no,telephone,feb,53.0,unknown,no
37.0,blue-collar,married,secondary,no,342.0,yes,no,cellular,may,340.0,failure,no
32.0,management,married,tertiary,no,628.0,no,no,cellular,apr,280.0,unknown,no
41.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,apr,625.0,unknown,no
49.0,unemployed,married,secondary,no,,yes,no,unknown,may,257.0,unknown,no
36.0,blue-collar,divorced,secondary,no,2278.0,yes,no,unknown,may,152.0,unknown,no
58.0,retired,married,primary,no,1351.0,yes,no,telephone,apr,392.0,unknown,no
58.0,technician,married,unknown,no,49.0,yes,no,unknown,may,75.0,unknown,no
33.0,services,married,secondary,no,1082.0,yes,yes,cellular,nov,351.0,unknown,no
31.0,management,single,tertiary,no,5691.0,yes,no,cellular,jul,357.0,unknown,no
46.0,blue-collar,divorced,primary,no,916.0,yes,no,cellular,may,472.0,unknown,no
42.0,unemployed,divorced,secondary,no,325.0,yes,no,unknown,may,97.0,unknown,no
,admin.,married,secondary,no,,yes,yes,cellular,apr,239.0,failure,no
47.0,management,married,tertiary,no,2475.0,yes,no,cellular,nov,1476.0,unknown,no
,self-employed,married,primary,no,3717.0,no,no,unknown,jun,235.0,unknown,no
,entrepreneur,married,secondary,no,,no,no,unknown,may,69.0,unknown,no
31.0,admin.,,,no,,yes,no,cellular,jul,,unknown,no
39.0,blue-collar,married,primary,no,,yes,no,unknown,jun,201.0,unknown,no
,blue-collar,married,primary,no,,yes,no,telephone,jul,25.0,unknown,no
29.0,blue-collar,single,secondary,no,,no,no,cellular,feb,437.0,unknown,no
32.0,blue-collar,single,secondary,no,,yes,no,cellular,may,426.0,unknown,no
38.0,self-employed,married,secondary,no,,yes,no,unknown,may,369.0,unknown,no
34.0,self-employed,single,tertiary,no,36.0,no,no,telephone,jan,,unknown,no
35.0,admin.,married,secondary,no,-488.0,yes,no,unknown,jun,97.0,unknown,no
55.0,blue-collar,married,secondary,no,-473.0,yes,no,unknown,may,233.0,unknown,no
42.0,management,married,tertiary,no,1272.0,yes,no,cellular,may,117.0,failure,no
32.0,management,married,secondary,no,0.0,no,no,cellular,aug,162.0,unknown,no
50.0,management,divorced,primary,no,,yes,no,unknown,may,,unknown,no
56.0,admin.,,,no,,yes,no,cellular,jul,,unknown,no
,technician,single,secondary,no,818.0,yes,yes,cellular,aug,,unknown,no
49.0,management,married,secondary,no,,yes,no,unknown,may,213.0,unknown,no
48.0,management,married,tertiary,no,7867.0,yes,yes,unknown,may,306.0,unknown,no
